Census,School Name,Category,Year Level,Students
01 August 2010,Wanniassa School,Gov,Year 9,85
01 August 2010,Wanniassa School,Gov,Year 7,62
01 August 2010,Wanniassa School,Gov,Year 5,37
01 August 2010,Wanniassa School,Gov,Year 8,78
01 August 2010,Wanniassa School,Gov,Kindergarten,29
01 August 2010,Wanniassa School,Gov,Year 10,93
01 August 2010,Wanniassa School,Gov,Year 1,26
01 August 2010,Wanniassa School,Gov,Preschool,48
01 August 2010,Wanniassa School,Gov,Year 2,32
01 August 2010,Wanniassa School,Gov,Year 3,27
01 August 2010,Wanniassa School,Gov,Year 4,37
01 August 2010,Wanniassa School Koori Program,Gov,Preschool,15
01 August 2010,Weetangera Primary School,Gov,Year 5,44
01 August 2010,Weetangera Primary School,Gov,Year 6,53
01 August 2010,Weetangera Primary School,Gov,Year 1,62
01 August 2010,Weetangera Primary School,Gov,Kindergarten,52
01 August 2010,Weetangera Primary School,Gov,Preschool,65
01 August 2010,Weetangera Primary School,Gov,Year 4,45
01 August 2010,Weetangera Primary School,Gov,Year 3,48
01 August 2010,Weetangera Primary School,Gov,Year 2,46
01 August 2010,Yarralumla Primary School,Gov,Year 5,21
01 August 2010,Yarralumla Primary School,Gov,Year 6,23
01 August 2010,Yarralumla Primary School,Gov,Preschool,57
01 August 2010,Yarralumla Primary School,Gov,Year 1,34
01 August 2010,Yarralumla Primary School,Gov,Kindergarten,40
01 August 2010,Yarralumla Primary School,Gov,Year 3,29
01 August 2010,Yarralumla Primary School,Gov,Year 2,24
01 August 2010,Yarralumla Primary School,Gov,Year 4,16
01 February 2010,Ainslie School,Gov,Year 6,51
01 February 2010,Ainslie School,Gov,Year 5,62
01 February 2010,Ainslie School,Gov,Year 1,54
01 February 2010,Ainslie School,Gov,Preschool,62
01 February 2010,Ainslie School,Gov,Kindergarten,52
01 February 2010,Ainslie School,Gov,Year 2,43
01 February 2010,Ainslie School,Gov,Year 4,61
01 February 2010,Ainslie School,Gov,Year 3,67
01 February 2010,Alfred Deakin High School,Gov,Year 8,186
01 February 2010,Alfred Deakin High School,Gov,Year 9,190
01 February 2010,Alfred Deakin High School,Gov,Year 7,178
01 February 2010,Alfred Deakin High School,Gov,Year 10,206
01 February 2010,Amaroo School,Gov,Year 6,99
01 February 2010,Amaroo School,Gov,Year 8,119
01 February 2010,Amaroo School,Gov,Year 7,129
01 February 2010,Amaroo School,Gov,Year 9,119
01 February 2010,Amaroo School,Gov,Year 5,119
01 February 2010,Amaroo School,Gov,Kindergarten,115
01 February 2010,Amaroo School,Gov,Year 10,103
01 February 2010,Amaroo School,Gov,Preschool,114
01 February 2010,Amaroo School,Gov,Year 1,113
01 February 2010,Amaroo School,Gov,Year 2,101
01 February 2010,Amaroo School,Gov,Year 4,101
01 February 2010,Amaroo School,Gov,Year 3,112
01 February 2010,Aranda Primary School,Gov,Year 6,40
01 February 2010,Aranda Primary School,Gov,Year 5,44
01 February 2010,Aranda Primary School,Gov,Preschool,69
01 February 2010,Aranda Primary School,Gov,Kindergarten,69
01 February 2010,Aranda Primary School,Gov,Year 1,65
01 February 2010,Aranda Primary School,Gov,Year 4,61
01 February 2010,Aranda Primary School,Gov,Year 3,61
01 February 2010,Aranda Primary School,Gov,Year 2,64
01 February 2010,Arawang Primary School,Gov,Year 5,60
01 February 2010,Arawang Primary School,Gov,Year 6,54
01 February 2010,Arawang Primary School,Gov,Kindergarten,55
01 February 2010,Arawang Primary School,Gov,Preschool,105
01 February 2010,Arawang Primary School,Gov,Year 1,47
01 February 2010,Arawang Primary School,Gov,Year 4,48
01 February 2010,Arawang Primary School,Gov,Year 2,49
01 February 2010,Arawang Primary School,Gov,Year 3,44
01 February 2010,Belconnen High School,Gov,Year 9,143
01 February 2010,Belconnen High School,Gov,Year 8,99
01 February 2010,Belconnen High School,Gov,Year 7,107
01 February 2010,Belconnen High School,Gov,Year 10,179
01 February 2010,Black Mountain School,Gov,Year 8,15
01 February 2010,Black Mountain School,Gov,Year 9,13
01 February 2010,Black Mountain School,Gov,Year 7,13
01 February 2010,Black Mountain School,Gov,Year 10,11
01 February 2010,Black Mountain School,Gov,Year 11,13
01 February 2010,Black Mountain School,Gov,Year 12,45
01 February 2010,Blue Gum Community School,Non Gov,Year 7,7
01 February 2010,Blue Gum Community School,Non Gov,Year 9,9
01 February 2010,Blue Gum Community School,Non Gov,Year 8,7
01 February 2010,Blue Gum Community School,Non Gov,Year 5,10
01 February 2010,Blue Gum Community School,Non Gov,Year 6,6
01 February 2010,Blue Gum Community School,Non Gov,Preschool,44
01 February 2010,Blue Gum Community School,Non Gov,Year 10,3
01 February 2010,Blue Gum Community School,Non Gov,Year 1,24
01 February 2010,Blue Gum Community School,Non Gov,Kindergarten,14
01 February 2010,Blue Gum Community School,Non Gov,Year 3,11
01 February 2010,Blue Gum Community School,Non Gov,Year 4,9
01 February 2010,Blue Gum Community School,Non Gov,Year 2,15
01 February 2010,Bonython Primary School,Gov,Year 5,55
01 February 2010,Bonython Primary School,Gov,Year 6,56
01 February 2010,Bonython Primary School,Gov,Preschool,47
01 February 2010,Bonython Primary School,Gov,Year 1,44
01 February 2010,Bonython Primary School,Gov,Kindergarten,46
01 February 2010,Bonython Primary School,Gov,Year 2,62
01 February 2010,Bonython Primary School,Gov,Year 4,53
01 February 2010,Bonython Primary School,Gov,Year 3,55
01 February 2010,Brindabella Christian College,Non Gov,Year 6,39
01 February 2010,Brindabella Christian College,Non Gov,Year 7,43
01 February 2010,Brindabella Christian College,Non Gov,Year 8,39
01 February 2010,Brindabella Christian College,Non Gov,Year 5,48
01 February 2010,Brindabella Christian College,Non Gov,Year 9,29
01 February 2010,Brindabella Christian College,Non Gov,Kindergarten,41
01 February 2010,Brindabella Christian College,Non Gov,Year 10,25
01 February 2010,Brindabella Christian College,Non Gov,Year 1,41
01 February 2010,Brindabella Christian College,Non Gov,Year 2,39
01 February 2010,Brindabella Christian College,Non Gov,Year 3,40
01 February 2010,Brindabella Christian College,Non Gov,Year 4,43
01 February 2010,Burgmann Anglican School,Non Gov,Year 7,112
01 February 2010,Burgmann Anglican School,Non Gov,Year 8,84
01 February 2010,Burgmann Anglican School,Non Gov,Year 5,56
01 February 2010,Burgmann Anglican School,Non Gov,Year 9,102
01 February 2010,Burgmann Anglican School,Non Gov,Year 6,84
01 February 2010,Burgmann Anglican School,Non Gov,Year 10,91
01 February 2010,Burgmann Anglican School,Non Gov,Year 1,104
01 February 2010,Burgmann Anglican School,Non Gov,Preschool,50
01 February 2010,Burgmann Anglican School,Non Gov,Kindergarten,99
01 February 2010,Burgmann Anglican School,Non Gov,Year 11,98
01 February 2010,Burgmann Anglican School,Non Gov,Year 2,102
01 February 2010,Burgmann Anglican School,Non Gov,Year 4,56
01 February 2010,Burgmann Anglican School,Non Gov,Year 3,56
01 February 2010,Burgmann Anglican School,Non Gov,Year 12,67
01 February 2010,Calwell High School,Gov,Year 9,122
01 February 2010,Calwell High School,Gov,Year 7,127
01 February 2010,Calwell High School,Gov,Year 8,96
01 February 2010,Calwell High School,Gov,Year 10,133
01 February 2010,Calwell Primary School,Gov,Year 6,52
01 February 2010,Calwell Primary School,Gov,Year 5,40
01 February 2010,Calwell Primary School,Gov,Kindergarten,38
01 February 2010,Calwell Primary School,Gov,Year 1,47
01 February 2010,Calwell Primary School,Gov,Preschool,70
01 February 2010,Calwell Primary School,Gov,Year 3,47
01 February 2010,Calwell Primary School,Gov,Year 2,47
01 February 2010,Calwell Primary School,Gov,Year 4,58
01 February 2010,Calwell Primary School Koori Program,Gov,Preschool,3
01 February 2010,Campbell High School,Gov,Year 8,165
01 February 2010,Campbell High School,Gov,Year 7,161
01 February 2010,Campbell High School,Gov,Year 9,146
01 February 2010,Campbell High School,Gov,Year 10,174
01 February 2010,Campbell Primary School,Gov,Year 5,25
01 February 2010,Campbell Primary School,Gov,Year 6,35
01 February 2010,Campbell Primary School,Gov,Kindergarten,37
01 February 2010,Campbell Primary School,Gov,Year 1,44
01 February 2010,Campbell Primary School,Gov,Preschool,64
01 February 2010,Campbell Primary School,Gov,Year 3,38
01 February 2010,Campbell Primary School,Gov,Year 4,32
01 February 2010,Campbell Primary School,Gov,Year 2,37
01 February 2010,Canberra Christian School,Non Gov,Year 6,1
01 February 2010,Canberra Christian School,Non Gov,Year 5,9
01 February 2010,Canberra Christian School,Non Gov,Year 1,2
01 February 2010,Canberra Christian School,Non Gov,Kindergarten,6
01 February 2010,Canberra Christian School,Non Gov,Preschool,6
01 February 2010,Canberra Christian School,Non Gov,Year 2,10
01 February 2010,Canberra Christian School,Non Gov,Year 3,5
01 February 2010,Canberra Christian School,Non Gov,Year 4,6
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 8,155
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 5,76
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 9,181
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 7,148
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 6,76
01 February 2010,Canberra Girls Grammar School,Non Gov,Preschool,71
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 10,167
01 February 2010,Canberra Girls Grammar School,Non Gov,Kindergarten,63
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 1,57
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 11,173
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 4,70
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 12,140
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 2,61
01 February 2010,Canberra Girls Grammar School,Non Gov,Year 3,65
01 February 2010,Canberra Grammar School,Non Gov,Year 9,162
01 February 2010,Canberra Grammar School,Non Gov,Year 8,183
01 February 2010,Canberra Grammar School,Non Gov,Year 5,89
01 February 2010,Canberra Grammar School,Non Gov,Year 6,96
01 February 2010,Canberra Grammar School,Non Gov,Year 7,140
01 February 2010,Canberra Grammar School,Non Gov,Year 1,75
01 February 2010,Canberra Grammar School,Non Gov,Year 10,162
01 February 2010,Canberra Grammar School,Non Gov,Kindergarten,75
01 February 2010,Canberra Grammar School,Non Gov,Preschool,105
01 February 2010,Canberra Grammar School,Non Gov,Year 12,134
01 February 2010,Canberra Grammar School,Non Gov,Year 3,67
01 February 2010,Canberra Grammar School,Non Gov,Year 4,68
01 February 2010,Canberra Grammar School,Non Gov,Year 11,150
01 February 2010,Canberra Grammar School,Non Gov,Year 2,76
01 February 2010,Canberra High School,Gov,Year 9,138
01 February 2010,Canberra High School,Gov,Year 8,111
01 February 2010,Canberra High School,Gov,Year 7,127
01 February 2010,Canberra High School,Gov,Year 10,196
01 February 2010,Canberra Montessori School,Non Gov,Year 5,7
01 February 2010,Canberra Montessori School,Non Gov,Year 6,8
01 February 2010,Canberra Montessori School,Non Gov,Preschool,74
01 February 2010,Canberra Montessori School,Non Gov,Kindergarten,31
01 February 2010,Canberra Montessori School,Non Gov,Year 1,19
01 February 2010,Canberra Montessori School,Non Gov,Year 3,11
01 February 2010,Canberra Montessori School,Non Gov,Year 2,12
01 February 2010,Canberra Montessori School,Non Gov,Year 4,18
01 February 2010,Caroline Chisholm School,Gov,Year 6,37
01 February 2010,Caroline Chisholm School,Gov,Year 5,29
01 February 2010,Caroline Chisholm School,Gov,Year 9,94
01 February 2010,Caroline Chisholm School,Gov,Year 7,50
01 February 2010,Caroline Chisholm School,Gov,Year 8,87
01 February 2010,Caroline Chisholm School,Gov,Year 1,19
01 February 2010,Caroline Chisholm School,Gov,Kindergarten,29
01 February 2010,Caroline Chisholm School,Gov,Preschool,32
01 February 2010,Caroline Chisholm School,Gov,Year 10,100
01 February 2010,Caroline Chisholm School,Gov,Year 4,26
01 February 2010,Caroline Chisholm School,Gov,Year 3,25
01 February 2010,Caroline Chisholm School,Gov,Year 2,27
01 February 2010,Chapman Primary School,Gov,Year 6,53
01 February 2010,Chapman Primary School,Gov,Year 5,58
01 February 2010,Chapman Primary School,Gov,Kindergarten,82
01 February 2010,Chapman Primary School,Gov,Year 1,71
01 February 2010,Chapman Primary School,Gov,Preschool,92
01 February 2010,Chapman Primary School,Gov,Year 3,72
01 February 2010,Chapman Primary School,Gov,Year 4,62
01 February 2010,Chapman Primary School,Gov,Year 2,64
01 February 2010,Charles Conder Primary School,Gov,Year 5,51
01 February 2010,Charles Conder Primary School,Gov,Year 6,67
01 February 2010,Charles Conder Primary School,Gov,Kindergarten,49
01 February 2010,Charles Conder Primary School,Gov,Preschool,105
01 February 2010,Charles Conder Primary School,Gov,Year 1,66
01 February 2010,Charles Conder Primary School,Gov,Year 3,50
01 February 2010,Charles Conder Primary School,Gov,Year 2,37
01 February 2010,Charles Conder Primary School,Gov,Year 4,45
01 February 2010,Charnwood-Dunlop School,Gov,Year 6,34
01 February 2010,Charnwood-Dunlop School,Gov,Year 5,23
01 February 2010,Charnwood-Dunlop School,Gov,Year 1,51
01 February 2010,Charnwood-Dunlop School,Gov,Kindergarten,39
01 February 2010,Charnwood-Dunlop School,Gov,Preschool,88
01 February 2010,Charnwood-Dunlop School,Gov,Year 4,26
01 February 2010,Charnwood-Dunlop School,Gov,Year 3,30
01 February 2010,Charnwood-Dunlop School,Gov,Year 2,43
01 February 2010,Covenant College,Non Gov,Year 5,15
01 February 2010,Covenant College,Non Gov,Year 8,19
01 February 2010,Covenant College,Non Gov,Year 6,14
01 February 2010,Covenant College,Non Gov,Year 7,12
01 February 2010,Covenant College,Non Gov,Year 9,16
01 February 2010,Covenant College,Non Gov,Year 10,12
01 February 2010,Covenant College,Non Gov,Kindergarten,11
01 February 2010,Covenant College,Non Gov,Year 1,8
01 February 2010,Covenant College,Non Gov,Year 3,16
01 February 2010,Covenant College,Non Gov,Year 4,6
01 February 2010,Covenant College,Non Gov,Year 2,11
01 February 2010,Cranleigh School,Gov,Year 5,4
01 February 2010,Cranleigh School,Gov,Year 6,4
01 February 2010,Cranleigh School,Gov,Kindergarten,5
01 February 2010,Cranleigh School,Gov,Preschool,34
01 February 2010,Cranleigh School,Gov,Year 1,4
01 February 2010,Cranleigh School,Gov,Year 2,10
01 February 2010,Cranleigh School,Gov,Year 3,8
01 February 2010,Cranleigh School,Gov,Year 4,8
01 February 2010,Curtin Primary School,Gov,Year 5,61
01 February 2010,Curtin Primary School,Gov,Year 6,50
01 February 2010,Curtin Primary School,Gov,Preschool,70
01 February 2010,Curtin Primary School,Gov,Kindergarten,50
01 February 2010,Curtin Primary School,Gov,Year 1,38
01 February 2010,Curtin Primary School,Gov,Year 2,68
01 February 2010,Curtin Primary School,Gov,Year 4,55
01 February 2010,Curtin Primary School,Gov,Year 3,56
01 February 2010,Daramalan College,Non Gov,Year 9,252
01 February 2010,Daramalan College,Non Gov,Year 7,251
01 February 2010,Daramalan College,Non Gov,Year 8,251
01 February 2010,Daramalan College,Non Gov,Year 10,251
01 February 2010,Daramalan College,Non Gov,Year 11,247
01 February 2010,Daramalan College,Non Gov,Year 12,228
01 February 2010,Dickson College,Gov,Year 11,341
01 February 2010,Dickson College,Gov,Year 12,345
01 February 2010,Dickson College Connect 10,Gov,Year 9,1
01 February 2010,Dickson College Connect 10,Gov,Year 10,10
01 February 2010,Dickson College IEC,Gov,Year 8,22
01 February 2010,Dickson College IEC,Gov,Year 7,9
01 February 2010,Dickson College IEC,Gov,Year 9,14
01 February 2010,Dickson College IEC,Gov,Year 10,12
01 February 2010,Dickson College IEC,Gov,Year 12,11
01 February 2010,Dickson College IEC,Gov,Year 11,13
01 February 2010,Duffy Primary School,Gov,Year 5,26
01 February 2010,Duffy Primary School,Gov,Year 6,16
01 February 2010,Duffy Primary School,Gov,Kindergarten,34
01 February 2010,Duffy Primary School,Gov,Preschool,42
01 February 2010,Duffy Primary School,Gov,Year 1,37
01 February 2010,Duffy Primary School,Gov,Year 2,32
01 February 2010,Duffy Primary School,Gov,Year 3,23
01 February 2010,Duffy Primary School,Gov,Year 4,37
01 February 2010,Emmaus Christian School,Non Gov,Year 7,22
01 February 2010,Emmaus Christian School,Non Gov,Year 5,25
01 February 2010,Emmaus Christian School,Non Gov,Year 8,29
01 February 2010,Emmaus Christian School,Non Gov,Year 9,20
01 February 2010,Emmaus Christian School,Non Gov,Year 6,24
01 February 2010,Emmaus Christian School,Non Gov,Kindergarten,20
01 February 2010,Emmaus Christian School,Non Gov,Year 10,19
01 February 2010,Emmaus Christian School,Non Gov,Preschool,23
01 February 2010,Emmaus Christian School,Non Gov,Year 1,26
01 February 2010,Emmaus Christian School,Non Gov,Year 4,28
01 February 2010,Emmaus Christian School,Non Gov,Year 2,22
01 February 2010,Emmaus Christian School,Non Gov,Year 3,27
01 February 2010,Erindale College,Gov,Year 12,360
01 February 2010,Erindale College,Gov,Year 11,356
01 February 2010,Evatt Primary School,Gov,Year 6,49
01 February 2010,Evatt Primary School,Gov,Year 5,27
01 February 2010,Evatt Primary School,Gov,Year 1,41
01 February 2010,Evatt Primary School,Gov,Kindergarten,42
01 February 2010,Evatt Primary School,Gov,Preschool,50
01 February 2010,Evatt Primary School,Gov,Year 2,41
01 February 2010,Evatt Primary School,Gov,Year 4,50
01 February 2010,Evatt Primary School,Gov,Year 3,51
01 February 2010,Fadden Primary School,Gov,Year 6,41
01 February 2010,Fadden Primary School,Gov,Year 5,40
01 February 2010,Fadden Primary School,Gov,Kindergarten,39
01 February 2010,Fadden Primary School,Gov,Preschool,45
01 February 2010,Fadden Primary School,Gov,Year 1,37
01 February 2010,Fadden Primary School,Gov,Year 3,31
01 February 2010,Fadden Primary School,Gov,Year 4,39
01 February 2010,Fadden Primary School,Gov,Year 2,39
01 February 2010,Farrer Primary School,Gov,Year 6,37
01 February 2010,Farrer Primary School,Gov,Year 5,42
01 February 2010,Farrer Primary School,Gov,Year 1,47
01 February 2010,Farrer Primary School,Gov,Kindergarten,32
01 February 2010,Farrer Primary School,Gov,Preschool,48
01 February 2010,Farrer Primary School,Gov,Year 3,38
01 February 2010,Farrer Primary School,Gov,Year 4,52
